STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USC00351574,2002-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",8,",0",6,",0",0,",0",23,"2,0",2,",0",0,",0",27,",0",2,",0",0,",0",0,",0",,,20020206,",,0",20020202,"+,2,0",20020201,",,0",,,20020220,",,0",20020223,",,0",-15,",0,06,",254,"2,,0,02,+",51,",,0,01,",19.1,",,0,20,",11.7,",0,23,",2715.5,0,522.8,",0",44.9,",,,0",89,",,,0",-0.34,",0",6.04,",,,0",-6.71,",,,0"
USC00351574,2002-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"1,0",8,",0",4,",0",0,",0",3,",0",1,",0",0,"1,0",26,"1,0",0,",0",0,",0",0,",0",,,20020318,",1,0",20020317,",,0",20020317,",,0",,,20020317,",,0",20020331,",,0",-12.8,"1,0,18,",102,",,0,17,",102,",,0,17,",6.4,",,0,17,",20.6,",0,31,",3209.3,0,493.8,",0",19.6,",,,0",123,",,,0",1.98,"1,0",8.59,",,,0",-4.63,"1,,,0"
USC00351574,2002-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",6,",0",3,",0",0,",0",1,"2,0",0,"1,0",0,",0",24,",0",0,",0",5,",0",0,",0",,,20020421,"+,,0",20020417,",2,0",20020430,"+,1,0",,,20020410,",,0",20020405,",,0",-3.9,",0,21,+",25,"2,,0,17,",0,"1,,0,30,+",7.6,",,0,10,",23.9,",0,05,",3542.6,0,333.3,",0",22.9,",,,0",0,"1,,,0",7.22,",0",15.41,",,,0",-0.96,",,,0"
USC00351574,2002-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"3,0",2,",0",1,",0",0,",0",0,",0",0,",0",0,"3,0",17,"3,0",0,"3,0",11,"3,0",0,"3,0",,,20020509,",3,0",20020531,"+,,0",20020531,"+,,0",,,20020520,",,0",20020530,",3,0",-5,"3,0,09,",0,",,0,31,+",0,",,0,31,+",3,",,0,20,",26.1,"3,0,30,",3784.2,0,241.6,"3,0",3.8,",,,0",0,",,,0",9.71,"3,0",18.74,"3,,,0",0.67,"3,,,0"
USC00351574,2002-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",7,0,7,"3,0",3,",0",1,",0",0,",0",0,",0",0,",0",0,"3,0",3,"3,0",0,"1,0",23,"1,0",1,"1,0",,,20020609,"+,3,0",20020630,"+,,0",20020630,"+,,0",,,20020601,",,0",20020626,",1,0",-2.8,"3,0,09,+",0,",,0,30,+",0,",,0,30,+",12.7,",,0,01,",33.9,"1,0,26,",3886.5,0,102.3,"1,0",16.8,",,,0",0,",,,0",14.74,"3,0",24.99,"1,,,0",4.49,"3,,,0"
USC00351574,2002-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",48.8,0,41.8,"1,0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",31,",0",8,",0",,,20020705,"+,1,0",20020731,"+,,0",20020731,"+,,0",,,20020723,",,0",20020711,",,0",2.8,"1,0,05,+",0,",,0,31,+",0,",,0,31,+",0.5,",,0,23,",37.8,",0,11,",23.1,0,23.1,",0",0.5,",,,0",0,",,,0",18.98,"1,0",30.52,",,,0",7.45,"1,,,0"
USC00351574,2002-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",60.2,0,11.4,"1,0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",4,"1,0",0,"1,0",26,"1,0",4,"1,0",,,20020806,"+,1,0",20020831,"+,,0",20020831,"+,,0",,,20020831,"+,,0",20020815,"+,1,0",-0.6,"1,0,06,+",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",35,"1,0,15,+",115.6,0,92.5,"1,0",0,",,,0",0,",,,0",15.63,"1,0",27.12,"1,,,0",4.14,"1,,,0"
USC00351574,2002-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",60.2,0,0,"1,0",2,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",7,"1,0",0,",0",23,",0",0,",0",,,20020909,"+,1,0",20020930,"+,,0",20020930,"+,,0",,,20020907,",,0",20020912,",,0",-2.2,"1,0,09,+",0,",,0,30,+",0,",,0,30,+",3.8,",,0,07,",31.7,",0,12,",248.7,0,133.1,",0",4.1,",,,0",0,",,,0",13.82,"1,0",25.76,",,,0",1.87,"1,,,0"
USC00351574,2002-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",60.2,0,0,"1,0",2,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",29,"1,0",0,",0",12,",0",0,",0",,,20021031,",1,0",20021031,"+,,0",20021031,"+,,0",,,20021021,"+,,0",20021008,",,0",-12.2,"1,0,31,",0,",,0,31,+",0,",,0,31,+",0.5,",,0,21,+",26.1,",0,08,",588.3,0,339.6,",0",1,",,,0",0,",,,0",7.12,"1,0",18.35,",,,0",-4.1,"1,,,0"
USC00351574,2002-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",60.2,0,0,"1,0",6,",0",5,",0",0,",0",1,"3,0",0,"1,0",0,"1,0",28,"1,0",0,",0",0,",0",0,",0",,,20021102,",1,0",20021110,",3,0",20021130,"+,1,0",,,20021110,",,0",20021121,",,0",-14.4,"1,0,02,",25,"3,,0,10,",0,"1,,0,30,+",23.4,",,0,10,",18.3,",0,21,",1039.2,0,450.9,",0",66.8,",,,0",0,"1,,,0",2.78,"1,0",9.96,",,,0",-4.4,"1,,,0"
USC00351574,2002-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",60.2,0,0,"1,0",17,",0",14,",0",1,",0",10,"5,0",7,",0",0,"1,0",29,"1,0",0,",0",0,",0",0,",0",,,20021224,",1,0",20021231,",5,0",20021230,",,0",,,20021228,",,0",20021202,"+,,0",-8.9,"1,0,24,",305,"5,,0,31,",127,",,0,30,",34.8,",,0,28,",13.3,",0,02,+",1572,0,532.8,",0",153.2,",,,0",500,",,,0",0.5,"1,0",4.92,",,,0",-3.92,"1,,,0"
USC00351574,2003-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",18,",0",8,",0",0,",0",22,",0",1,",0",0,",0",24,",0",0,",0",0,",0",0,",0",,,20030108,",,0",20030102,",,0",20030102,",,0",,,20030114,",,0",20030131,",,0",-10,",0,08,",330,",,0,02,",51,",,0,02,",21.6,",,0,14,",10.6,",0,31,",2102.2,0,530.2,",0",95.4,",,,0",54,",,,0",1.23,",0",5.16,",,,0",-2.7,",,,0"
USC00351574,2003-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",8,",0",4,",0",0,",0",1,"2,0",0,",0",0,",0",27,",0",0,",0",0,",0",0,",0",,,20030225,"+,,0",20030218,",2,0",20030218,",,0",,,20030216,",,0",20030201,",,0",-8.9,",0,25,+",25,"2,,0,18,",20,",,0,18,",7.6,",,0,16,",13.3,",0,01,",2578.6,0,476.4,",0",19.3,",,,0",41,",,,0",1.32,",0",7.54,",,,0",-4.9,",,,0"
USC00351574,2003-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",,,,,,,,,,,0,"2,0",24,"2,0",0,"1,0",1,"1,0",0,"1,0",,,20030304,"+,2,0",,,,,,,,,20030330,",1,0",-6.7,"2,0,04,+",,,,,,,21.1,"1,0,30,",2996.5,0,417.9,"1,0",,,,,3.93,"2,0",9.91,"1,,,0",-2.04,"2,,,0"
USC00351574,2003-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",15,",0",7,",0",0,",0",,,4,",0",0,",0",27,",0",0,",0",1,",0",0,",0",,,20030402,",,0",,,20030414,",,0",,,20030414,",,0",20030401,",,0",-4.4,",0,02,",,,71,",,0,14,",10.2,",,0,14,",21.1,",0,01,",3420.6,0,424.1,",0",49.1,",,,0",244,",,,0",4.2,",0",9.88,",,,0",-1.48,",,,0"
USC00351574,2003-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0.8,0,0.8,",0",7,",0",3,",0",0,",0",0,",0",0,",0",0,",0",12,",0",0,",0",12,",0",0,",0",,,20030518,",,0",20030508,",,0",20030508,",,0",,,20030505,",,0",20030528,"+,,0",-6.1,",0,18,",0,",T,0,08,",0,",T,0,08,",3.8,",,0,05,",29.4,",0,28,+",3701.2,0,280.6,",0",14.2,",,,0",0,",T,,0",9.31,",0",17.33,",,,0",1.29,",,,0"
USC00351574,2003-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",9.2,0,8.4,"2,0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"2,0",2,"2,0",0,"1,0",24,"1,0",2,"1,0",,,20030625,"+,2,0",20030630,"+,,0",20030630,"+,,0",,,20030630,"+,,0",20030629,",1,0",-0.6,"2,0,25,+",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",32.8,"1,0,29,",3800.8,0,99.6,"1,0",0,",,,0",0,",,,0",15.07,"2,0",26.08,"1,,,0",4.05,"2,,,0"
USC00351574,2003-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",65,0,55.8,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",11,",0",,,20030708,",,0",20030731,"+,,0",20030731,"+,,0",,,20030725,",,0",20030723,"+,,0",2.8,",0,08,",0,",,0,31,+",0,",,0,31,+",3,",,0,25,",36.7,",0,23,+",28.9,0,28.9,",0",5.3,",,,0",0,",,,0",19.2,",0",30.43,",,,0",7.98,",,,0"
USC00351574,2003-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",76.6,0,11.6,"1,0",4,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",30,",0",2,",0",,,20030812,"+,1,0",20030831,"+,,0",20030831,"+,,0",,,20030829,",,0",20030819,",,0",3.3,"1,0,12,+",0,",,0,31,+",0,",,0,31,+",4.8,",,0,29,",33.9,",0,19,",75.8,0,46.9,",0",6.6,",,,0",0,",,,0",17.26,"1,0",27.83,",,,0",6.69,"1,,,0"
USC00351574,2003-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",82.6,0,6,"1,0",5,",0",3,",0",0,",0",0,",0",0,",0",0,"1,0",6,"1,0",0,",0",25,",0",4,",0",,,20030918,"+,1,0",20030930,"+,,0",20030930,"+,,0",,,20030909,",,0",20030903,",,0",-2.2,"1,0,18,+",0,",,0,30,+",0,",,0,30,+",14,",,0,09,",32.8,",0,03,",191.6,0,115.8,",0",31.1,",,,0",0,",,,0",14.48,"1,0",26.03,",,,0",2.93,"1,,,0"
USC00351574,2003-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",82.6,0,0,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",19,",0",0,",0",15,",0",0,",0",,,20031031,",,0",20031031,"+,,0",20031031,"+,,0",,,20031012,",,0",20031022,",,0",-8.9,",0,31,",0,",,0,31,+",0,",,0,31,+",1.3,",,0,12,",25.6,",0,22,",469.8,0,278.2,",0",1.3,",,,0",0,",,,0",9.36,",0",19.52,",,,0",-0.8,",,,0"
USC00351574,2003-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",82.6,0,0,",0",14,",0",10,",0",0,",0",,,2,",0",0,",0",24,",0",0,",0",0,",0",0,",0",,,20031122,",,0",,,20031126,"+,,0",,,20031129,",,0",20031120,"+,,0",-11.7,",0,22,",,,25,",,0,26,+",16.3,",,0,29,",11.7,",0,20,+",1004.2,0,534.4,",0",65.9,",,,0",76,",,,0",0.52,",0",5.46,",,,0",-4.43,",,,0"
USC00351574,2003-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",82.6,0,0,"3,0",20,",0",13,",0",1,",0",,,4,"3,0",0,"3,0",26,"3,0",5,"1,0",0,"1,0",0,"1,0",,,20031215,",3,0",,,20031212,",3,0",,,20031229,",,0",20031204,",1,0",-10.6,"3,0,15,",,,41,"3,,0,12,",47.8,",,0,29,",10.6,"1,0,04,",1527.5,0,523.3,"1,0",141.3,",,,0",173,"3,,,0",-0.28,"3,0",3.11,"1,,,0",-3.68,"3,,,0"
USC00351574,2004-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"3,0",15,"2,0",10,"2,0",1,"2,0",29,"2,0",8,"2,0",0,"1,0",30,"1,0",8,"2,0",0,"2,0",0,"2,0",,,20040122,",1,0",20040102,",2,0",20040101,",2,0",,,20040127,",2,0",20040121,",2,0",-12.8,"1,0,22,",762,"2,,0,02,",305,"2,,0,01,",27.9,"2,,0,27,",7.2,"2,0,21,",2075.2,0,547.7,"2,0",106.4,"2,,,0",1024,"2,,,0",-1.29,"3,0",2.27,"2,,,0",-4.86,"1,,,0"
USC00351574,2004-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",10,",0",9,",0",1,",0",27,"2,0",2,"1,0",0,",0",29,",0",1,",0",0,",0",0,",0",,,20040208,",,0",20040203,"+,2,0",20040202,",1,0",,,20040217,",,0",20040212,",,0",-13.3,",0,08,",508,"2,,0,03,+",51,"1,,0,02,",36.8,",,0,17,",9.4,",0,12,",2614.3,0,539.1,",0",84.8,",,,0",76,"1,,,0",-0.26,",0",4.7,",,,0",-5.22,",,,0"
USC00351574,2004-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",2,",0",2,",0",0,",0",9,",0",1,",0",0,"2,0",25,"2,0",0,"2,0",3,"2,0",0,"2,0",,,20040302,",2,0",20040303,"+,,0",20040301,",,0",,,20040301,",,0",20040331,"+,2,0",-6.1,"2,0,02,",356,",,0,03,+",76,",,0,01,",20.3,",,0,01,",21.1,"2,0,31,+",2973.2,0,358.9,"2,0",23.9,",,,0",76,",,,0",5.96,"2,0",13.97,"2,,,0",-2.05,"2,,,0"
USC00351574,2004-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",4,"2,0",2,"2,0",0,"2,0",0,"2,0",0,"2,0",0,"1,0",23,"1,0",0,"2,0",5,"2,0",0,"2,0",,,20040402,"+,1,0",20040415,",2,0",20040419,"+,2,0",,,20040420,",2,0",20040427,",2,0",-5,"1,0,02,+",0,"2,T,0,15,",0,"2,T,0,19,+",3,"2,,0,20,",26.1,"2,0,27,",3280.4,0,307.2,"2,0",7.6,"2,,,0",0,"2,T,,0",7.37,"2,0",16.14,"2,,,0",-1.4,"1,,,0"
USC00351574,2004-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"3,0",8,"3,0",4,"3,0",0,"3,0",0,",0",0,",0",0,"3,0",16,"3,0",0,"3,0",11,"3,0",0,"3,0",,,20040511,",3,0",20040531,"+,,0",20040531,"+,,0",,,20040521,",3,0",20040503,",3,0",-3.9,"3,0,11,",0,",,0,31,+",0,",,0,31,+",14,"3,,0,21,",26.1,"3,0,03,",3532.6,0,252.2,"3,0",48.8,",a,,0",0,",,,0",9.33,"3,0",18.49,"3,,,0",0.16,"3,,,0"
USC00351574,2004-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,,,1,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,,,,,,,,,20040630,"+,,0",20040630,"+,,0",,,20040610,",,0",,,,,0,",,0,30,+",0,",,0,30,+",1,",,0,10,",,,,,,,1,",,,0",0,",,,0",,,,,,
USC00351574,2004-08,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,66.4,"5,0",7,",0",4,",0",0,",0",0,"1,0",0,",0",0,"4,0",0,"4,0",0,"5,0",23,"5,0",12,"5,0",,,20040828,"+,4,0",20040831,"+,1,0",20040831,"+,,0",,,20040823,"+,,0",20040818,",5,0",4.4,"4,0,28,+",0,"1,,0,31,+",0,",,0,31,+",2.5,",,0,23,+",40,"5,0,18,",,,44.7,"5,0",12.1,",,,0",0,",,,0",19.1,"5,0",29.7,"5,,,0",8.5,"4,,,0"
USC00351574,2004-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"2,0",10,",0",3,",0",0,",0",0,"1,0",0,",0",0,"2,0",23,"2,0",0,",0",15,",0",0,",0",,,20041026,"+,2,0",20041031,"+,1,0",20041031,"+,,0",,,20041024,",,0",20041005,",,0",-7.8,"2,0,26,+",0,"1,,0,31,+",0,",,0,31,+",12.7,",,0,24,",28.9,",0,05,",,,293.6,",0",36,",,,0",0,",,,0",8.12,"2,0",18.72,",,,0",-2.48,"2,,,0"
USC00351574,2004-11,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"1,0",5,",0",4,",0",0,",0",0,",0",0,",0",0,",0",30,",0",0,"1,0",0,"1,0",0,"1,0",,,20041128,",,0",20041130,"+,,0",20041130,"+,,0",,,20041125,",,0",20041109,",1,0",-15,",0,28,",0,",,0,30,+",0,",,0,30,+",6.4,",,0,25,",20.6,"1,0,09,",,,503.3,"1,0",17.3,",,,0",0,",,,0",1.09,"1,0",10.69,"1,,,0",-8.51,",,,0"
USC00351574,2004-12,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"3,0",6,"3,0",4,"3,0",1,"3,0",,,,,0,"3,0",24,"3,0",0,"2,0",0,"2,0",0,"2,0",,,20041203,",3,0",,,,,,,20041209,",3,0",20041219,",2,0",-12.8,"3,0,03,",,,,,35.6,"3,,0,09,",12.2,"2,0,19,",,,479.9,"2,0",65.4,"1,a,,0",,,1.17,"3,0",6.38,"2,,,0",-4.04,"3,,,0"
USC00351574,2005-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,,,8,"1,0",3,"1,0",0,"1,0",30,"1,0",7,"1,0",,,,,3,"2,0",0,"2,0",0,"2,0",,,,,20050110,",1,0",20050109,"+,1,0",,,20050115,"+,1,0",20050119,",2,0",,,483,"1,,0,10,",76,"1,,0,09,+",7.6,"1,,0,15,+",10,"2,0,19,",,,,,24.8,"1,,,0",380,"1,,,0",,,4.63,"2,,,0",,
USC00351574,2005-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"4,0",2,"3,0",0,"3,0",0,"3,0",13,"4,0",1,"1,0",0,"4,0",22,"4,0",0,"2,0",0,"2,0",0,"2,0",,,20050210,"+,4,0",20050207,",4,0",20050207,",1,0",,,20050213,"+,3,0",20050224,",2,0",-15,"4,0,10,+",229,"4,,0,07,",51,"1,,0,07,",0.3,"3,,0,13,+",14.4,"2,0,24,",,,423.4,"2,0",4.4,"1,a,,0",51,"1,,,0",0.79,"4,0",9.21,"2,,,0",-7.63,"4,,,0"
USC00351574,2005-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"2,0",6,"2,0",0,"2,0",0,"2,0",,,1,"2,0",0,"2,0",23,"2,0",0,"2,0",2,"2,0",0,"2,0",,,20050303,",2,0",,,20050322,",2,0",,,20050322,",2,0",20050312,"+,2,0",-6.7,"2,0,03,",,,76,"2,,0,22,",1.8,"2,,0,22,",21.1,"2,0,12,+",,,380.6,"2,0",6.6,"2,,,0",79,"2,,,0",5.21,"2,0",12.52,"2,,,0",-2.1,"2,,,0"
USC00351574,2005-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"1,0",10,"1,0",5,"1,0",0,"1,0",1,"5,0",1,"3,0",0,"1,0",15,"1,0",0,"1,0",1,"1,0",0,"1,0",,,20050420,"+,1,0",20050408,",5,0",20050408,",3,0",,,20050428,",1,0",20050428,",1,0",-7.8,"1,0,20,+",102,"5,,0,08,",102,"3,,0,08,",12.7,"1,,0,28,",21.1,"1,0,28,",,,356,"1,0",51.4,"1,,,0",102,"3,,,0",6.06,"1,0",13.36,"1,,,0",-1.24,"1,,,0"
USC00351574,2005-05,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"4,0",10,"5,0",7,"5,0",0,"5,0",0,",0",0,",0",0,"4,0",2,"4,0",0,"4,0",8,"4,0",0,"4,0",,,20050511,",4,0",20050509,",,0",20050509,",,0",,,20050508,",5,0",20050528,",4,0",-1.1,"4,0,11,",0,",T,0,09,",0,",T,0,09,",20.3,"5,,0,08,",29.4,"4,0,28,",,,196.9,"4,0",82.9,"3,a,,0",0,",T,,0",11.04,"4,0",18.8,"4,,,0",3.28,"4,,,0"
USC00351574,2005-06,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",10,",0",0,",0",19,",0",0,",0",,,20050612,"+,,0",20050630,"+,,0",20050630,"+,,0",,,20050619,",,0",20050625,",,0",-2.8,",0,12,+",0,",,0,30,+",0,",,0,30,+",5.1,",,0,19,",28.3,",0,25,",,,221.4,",0",8.1,",,,0",0,",,,0",10.95,",0",20.96,",,,0",0.95,",,,0"
USC00351574,2005-07,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,14,"2,0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"2,0",0,"2,0",0,"2,0",29,"2,0",13,"2,0",,,20050706,"+,2,0",20050731,"+,,0",20050731,"+,,0",,,20050710,"+,,0",20050728,"+,2,0",1.1,"2,0,06,+",0,",,0,31,+",0,",,0,31,+",0,",T,0,10,+",35,"2,0,28,+",28.7,,28.7,"2,0",0,",T,,0",0,",,,0",17.82,"2,0",31.29,"2,,,0",4.36,"2,,,0"
USC00351574,2005-09,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"2,0",2,"1,0",2,"1,0",0,"1,0",0,",0",0,",0",0,"1,0",23,"1,0",0,"2,0",23,"2,0",1,"2,0",,,20050930,",1,0",20050930,"+,,0",20050930,"+,,0",,,20050924,",1,0",20050902,",2,0",-5.6,"1,0,30,",0,",,0,30,+",0,",,0,30,+",7.6,"1,,0,24,",32.2,"2,0,02,",,,192.2,"2,0",10.1,"1,,,0",0,",,,0",11.44,"2,0",25.12,"2,,,0",-2.24,"1,,,0"
USC00351574,2005-10,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",,,0,"2,0",3,"2,0",2,"2,0",0,"2,0",0,"2,0",0,"2,0",0,"2,0",28,"2,0",0,"2,0",13,"2,0",0,"2,0",,,20051031,"+,2,0",20051031,"+,2,0",20051031,"+,2,0",,,20051028,",2,0",20051001,",2,0",-8.3,"2,0,31,+",0,"2,,0,31,+",0,"2,,0,31,+",5.1,"2,,0,28,",28.9,"2,0,01,",,,337.6,"2,0",8.1,"2,,,0",0,"2,,,0",6.69,"2,0",18.22,"2,,,0",-4.83,"2,,,0"
USC00351574,2006-01,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"2,0",18,"1,0",14,"1,0",1,"1,0",29,"2,0",13,"2,0",2,"2,0",28,"2,0",0,"1,0",0,"1,0",0,"1,0",,,20060124,"+,2,0",20060129,",2,0",20060128,",2,0",,,20060111,",1,0",20060125,",1,0",-17.8,"2,0,24,+",991,"2,,0,29,",127,"2,,0,28,",33,"1,,0,11,",6.7,"1,0,25,",,,597.4,"1,0",165.4,"1,,,0",891,"2,,,0",-2.26,"2,0",4.24,"1,,,0",-8.77,"2,,,0"
USC00351574,2006-02,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"3,0",5,"2,0",4,"2,0",0,"2,0",26,"2,0",1,"2,0",5,"2,0",26,"2,0",1,"3,0",0,"3,0",0,"3,0",,,20060221,"+,2,0",20060206,"+,2,0",20060205,",2,0",,,20060228,",2,0",20060226,"+,3,0",-20.6,"2,0,21,+",813,"2,,0,06,+",25,"2,,0,05,",20.3,"2,,0,28,",11.7,"3,0,26,+",,,527,"3,0",36.8,"2,,,0",25,"2,,,0",-2.8,"3,0",6.73,"3,,,0",-12.33,"2,,,0"
USC00351574,2006-03,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,",0",9,",0",4,",0",0,",0",29,"2,0",5,"1,0",6,",0",31,",0",0,",0",0,",0",0,",0",,,20060310,",,0",20060314,"+,2,0",20060307,",1,0",,,20060325,",,0",20060325,",,0",-24.4,",0,10,",838,"2,,0,14,+",127,"1,,0,07,",8.9,",,0,25,",10.6,",0,25,",,,620.4,",0",30.3,",,,0",317,"1,,,0",-1.68,",0",7.03,",,,0",-10.39,",,,0"
USC00351574,2006-04,42.70384,-121.99548,1275.3,"CHILOQUIN 12 NW FORT KLAMATH, OR US",0,0,0,"1,0",11,"1,0",2,"1,0",0,"1,0",8,"1,0",1,"1,0",0,"1,0",23,"1,0",0,"1,0",4,"1,0",0,"1,0",,,20060419,"+,1,0",20060402,"+,1,0",20060402,",1,0",,,20060403,",1,0",20060429,",1,0",-5.6,"1,0,19,+",381,"1,,0,02,+",25,"1,,0,02,",8.9,"1,,0,03,",26.7,"1,0,29,",,,357.4,"1,0",25.8,"1,,,0",25,"1,,,0",6.01,"1,0",13.74,"1,,,0",-1.72,"1,,,0"
